% Model,Untitled.mph
% Version,COMSOL 6.3.0.335
% Date,"Sep 30 2025, 16:39"
% Dimension,2
% Nodes,13923
% Expressions,3
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa)
0.9913568661869683,0.4295209338368009,0.2608558574504923,3.6476536762520797E-4,-0.19612626985775863
1,0.42456567926507405,0.27771303719062906,3.908670184898462E-4,-0.2662676838578657
0.8294648463101494,0.49308347913111794,0.02719258641093487,4.5238582591630965E-6,1.1090451052034116
0.8260869565217408,0.49705466242242713,0.011623799206143443,8.244644353061303E-7,1.136305543516175
0.9828244061766147,0.4347488475911023,0.24285261816797207,3.2953650037532257E-4,-0.12671754043412067
0.9744628248081738,0.4402212056426198,0.223769687925687,2.877114608100879E-4,-0.05855766541706638
0.9327818735625276,0.4634592414809796,0.14001451322265865,1.132856563995276E-4,0.28114033256266385
0.9400947477468272,0.46367743751755763,0.1392522736256623,1.1309359040739457E-4,0.22220328932074604
0.9478178839039944,0.46485331368139654,0.1349543182097868,1.088738688797764E-4,0.15997278771731696
0.9527345607680703,0.45789106641863775,0.16053226837100745,1.5286416752147941E-4,0.11929340918907794
0.9590015513879528,0.4516571787359057,0.18311860340997166,1.9754158580795553E-4,0.06783005314624645
0.9664819650460764,0.44588895046496807,0.20375241012054393,2.4257255351169062E-4,0.006626569950137557
0.8395333010693913,0.4881643541498186,0.04632515216711572,1.3248040102982978E-5,1.0288965201801028
0.8328595909844022,0.48815194715137555,0.046358634122489,1.310245323747988E-5,1.0814864202826848
0.9267071859990635,0.4635189660941814,0.1397593845976527,1.1271734231257274E-4,0.33005081603242276
0.9159446769520935,0.4690345698923094,0.11926123255718622,8.300105291308894E-5,0.41732347237681594
0.9200945881415604,0.4646417374888207,0.1355802634279079,1.0648933627374685E-4,0.38337610107859965
0.8764517703864713,0.48244196651763727,0.06844417772101778,2.8887628662170674E-5,0.7352339948011243
0.8831364998819156,0.48241344722840146,0.06857471440820588,2.8814186141436167E-5,0.6819487529969628
0.9095603057598078,0.46907427747690356,0.11908053700061161,8.32434395249105E-5,0.46855215412287127
0.9028889384533527,0.4696538847072889,0.11688539396724794,8.085150400765412E-5,0.5220977517473752
0.8928931969818363,0.4759553851998133,0.09317840620471136,5.22880663176457E-5,0.6030140217530793
0.8966316958976608,0.47027386540069127,0.11453976747526577,7.8263460273529E-5,0.5722724842614717
0.8864131976336074,0.4759111994454728,0.0933180758252224,5.282893497107939E-5,0.6547612837482667
0.8426710860750397,0.4824188847213414,0.06842447013013875,2.8714454211225333E-5,1.0031829423125984
